15444023,15449148,0.142857143
15635166,16006675,0.142857143
15635166,16151334,0.142857143
16006675,16151334,0.142857143
26089043,27098157,0.132240274
3918004,18328799,0.123042071
6442576,16276962,0.12
15452770,15635166,0.12
15452770,16006675,0.12
15452770,16151334,0.12
15608237,15635166,0.12
15608237,16006675,0.12
15608237,16151334,0.12
15635166,16034001,0.12
16006675,16034001,0.12
16034001,16151334,0.12
16940153,28141724,0.116310877
18319940,20868173,0.111740853
17742275,18341932,0.107836379
16771352,18769914,0.106977261
1221,26217550,0.103448276
132152,27192827,0.103448276
3353607,26217550,0.103448276
15545990,27219283,0.103448276
16710472,19232674,0.103448276
16882387,18338876,0.103448276
16945883,28194419,0.103448276
17487575,27203950,0.103448276
18270355,29028940,0.103448276
26804174,28142299,0.103448276
26079659,28585839,0.103099144
19617837,28688288,0.103006235
27266469,27455002,0.101106806
19196152,28974002,0.100444684
